Address,City,State,Zipcode,Price,Bedrooms,Bathrooms,Living Area,Lot Area,Type
1108 Example St,Houston,TX,77000,274725,3,2.5,2021,0.5339072543617999,SINGLE_FAMILY
1109 Example St,Houston,TX,77000,181000,3,2.5,1690,0.1851010101010101,SINGLE_FAMILY
1110 Example St,Houston,TX,77000,280000,3,2.0,1836,0.2608356290174472,SINGLE_FAMILY
1111 Example St,Houston,TX,77000,188000,3,2.5,1658,0.18365472910927455,SINGLE_FAMILY
1112 Example St,Houston,TX,77000,205000,4,2.5,1964,0.24058769513314968,SINGLE_FAMILY
1113 Example St,Houston,TX,77000,129900,2,1.0,816,0.16299357208448118,SINGLE_FAMILY
1114 Example St,Houston,TX,77000,134500,2,1.0,1008,0.2048438934802571,SINGLE_FAMILY
1115 Example St,Houston,TX,77000,117000,2,1.0,833,0.12396694214876033,SINGLE_FAMILY
1116 Example St,Houston,TX,77000,318000,3,2.0,1734,0.2774334251606979,SINGLE_FAMILY
1117 Example St,Houston,TX,77000,184100,3,2.5,1419,0.17791551882460974,SINGLE_FAMILY
1118 Example St,Houston,TX,77000,130000,3,1.0,894,0.22415059687786962,SINGLE_FAMILY
1119 Example St,Houston,TX,77000,140000,3,1.0,1601,0.3173783287419651,SINGLE_FAMILY
1120 Example St,Houston,TX,77000,133700,3,1.0,1040,0.17355371900826447,SINGLE_FAMILY
1121 Example St,Houston,TX,77000,118400,2,1.0,1012,0.18969237832874197,SINGLE_FAMILY
1122 Example St,Houston,TX,77000,212900,3,2.0,1552,0.23149678604224058,SINGLE_FAMILY
1123 Example St,Houston,TX,77000,112000,3,1.0,960,0.2049127640036731,SINGLE_FAMILY
1124 Example St,Houston,TX,77000,118000,2,1.0,698,0.2159090909090909,SINGLE_FAMILY
1125 Example St,Houston,TX,77000,163900,3,2.5,1482,0.2094811753902663,SINGLE_FAMILY
1126 Example St,Houston,TX,77000,115000,2,1.0,1005,0.23953168044077136,SINGLE_FAMILY
1127 Example St,Houston,TX,77000,174000,2,2.0,1555,0.08457300275482094,TOWNHOUSE
1128 Example St,Houston,TX,77000,259000,3,2.0,1530,0.33452708907254364,SINGLE_FAMILY
1129 Example St,Houston,TX,77000,215000,4,2.5,1959,0.2707988980716253,SINGLE_FAMILY
1130 Example St,Houston,TX,77000,140000,2,1.0,936,0.1652892561983471,MULTI_FAMILY
1131 Example St,Houston,TX,77000,135000,4,2.0,1981,0.17915518824609733,SINGLE_FAMILY
1132 Example St,Houston,TX,77000,93500,3,1.0,974,0.24591368227731863,SINGLE_FAMILY
1133 Example St,Houston,TX,77000,117500,5,2.0,2210,0.22727272727272727,SINGLE_FAMILY
1134 Example St,Houston,TX,77000,239500,3,2.5,2020,0.2256198347107438,SINGLE_FAMILY
1135 Example St,Houston,TX,77000,169000,3,2.5,1600,0.2014003673094582,SINGLE_FAMILY
1136 Example St,Houston,TX,77000,102000,2,1.0,986,0.1418732782369146,SINGLE_FAMILY
1137 Example St,Houston,TX,77000,119000,3,1.0,1252,0.22038567493112948,SINGLE_FAMILY
1138 Example St,Houston,TX,77000,94000,2,1.0,1020,0.1455922865013774,SINGLE_FAMILY
1139 Example St,Houston,TX,77000,196000,2,2.0,1567,0.22541322314049586,SINGLE_FAMILY
1140 Example St,Houston,TX,77000,144000,3,1.0,1167,0.20043617998163452,SINGLE_FAMILY
1141 Example St,Houston,TX,77000,139000,2,1.0,952,0.16873278236914602,SINGLE_FAMILY
1142 Example St,Houston,TX,77000,197500,4,2.5,1868,0.23654729109274564,SINGLE_FAMILY
1143 Example St,Houston,TX,77000,424870,4,3.0,2828,0.22876492194674014,SINGLE_FAMILY
1144 Example St,Houston,TX,77000,80000,3,1.0,1006,0.2066115702479339,SINGLE_FAMILY
1145 Example St,Houston,TX,77000,80000,2,1.0,924,0.2796143250688705,MULTI_FAMILY
1146 Example St,Houston,TX,77000,149000,3,1.0,1576,0.14325068870523416,SINGLE_FAMILY
1147 Example St,Houston,TX,77000,180000,3,2.0,1298,0.2571166207529844,SINGLE_FAMILY
1148 Example St,Houston,TX,77000,174500,3,1.5,1564,0.27548209366391185,SINGLE_FAMILY
1149 Example St,Houston,TX,77000,116900,2,1.0,1111,0.13085399449035812,SINGLE_FAMILY
1150 Example St,Houston,TX,77000,143000,3,1.0,1482,0.2066115702479339,SINGLE_FAMILY
1151 Example St,Houston,TX,77000,124000,2,1.0,932,0.19008264462809918,SINGLE_FAMILY
1152 Example St,Houston,TX,77000,149900,3,1.5,1466,0.4075987144168962,SINGLE_FAMILY
1153 Example St,Houston,TX,77000,230000,2,1.0,1811,0.3240358126721763,SINGLE_FAMILY
1154 Example St,Houston,TX,77000,120500,2,1.0,816,0.13521579430670339,SINGLE_FAMILY
1155 Example St,Houston,TX,77000,201800,4,2.0,1820,0.31450872359963267,SINGLE_FAMILY
1156 Example St,Houston,TX,77000,218000,3,2.0,1437,0.24719926538108355,SINGLE_FAMILY
1157 Example St,Houston,TX,77000,179900,3,2.0,1265,0.21464646464646464,SINGLE_FAMILY
1158 Example St,Houston,TX,77000,230000,2,2.0,1314,0.11480716253443526,TOWNHOUSE
1159 Example St,Houston,TX,77000,235128,3,2.0,1580,0.27392102846648303,SINGLE_FAMILY
1160 Example St,Houston,TX,77000,185000,4,2.5,1876,0.209366391184573,SINGLE_FAMILY
1161 Example St,Houston,TX,77000,146000,3,2.5,1456,0.05234159779614325,TOWNHOUSE
1162 Example St,Houston,TX,77000,224000,3,1.0,1640,0.33925619834710746,SINGLE_FAMILY
1163 Example St,Houston,TX,77000,129000,3,1.0,894,0.20027548209366391,SINGLE_FAMILY
1164 Example St,Houston,TX,77000,108959,0,1.0,1258,0.29614325068870523,MULTI_FAMILY
1165 Example St,Houston,TX,77000,194000,2,1.5,1432,0.37091368227731863,SINGLE_FAMILY
1166 Example St,Houston,TX,77000,233170,3,2.0,1502,0.2190312213039486,SINGLE_FAMILY
1167 Example St,Houston,TX,77000,245350,3,2.0,1694,0.24047291092745637,SINGLE_FAMILY
1168 Example St,Houston,TX,77000,173000,3,2.5,1671,0.24912764003673094,SINGLE_FAMILY
1169 Example St,Houston,TX,77000,235000,4,2.0,2108,0.3151515151515151,SINGLE_FAMILY
1170 Example St,Houston,TX,77000,625000,4,3.5,3627,0.8209366391184573,SINGLE_FAMILY
1171 Example St,Houston,TX,77000,171000,3,1.0,1118,0.22681359044995408,SINGLE_FAMILY
1172 Example St,Houston,TX,77000,163000,3,1.0,1261,0.209366391184573,SINGLE_FAMILY
1173 Example St,Houston,TX,77000,171900,2,2.5,1250,0.0922176308539945,TOWNHOUSE
1174 Example St,Houston,TX,77000,200500,3,3.0,3086,0.41391184573002754,SINGLE_FAMILY
1175 Example St,Houston,TX,77000,239000,4,2.5,2345,0.38016528925619836,SINGLE_FAMILY
1176 Example St,Houston,TX,77000,285000,4,2.5,2872,0.24513314967860422,SINGLE_FAMILY
1177 Example St,Houston,TX,77000,119500,3,1.0,923,0.15957300275482095,SINGLE_FAMILY
1178 Example St,Houston,TX,77000,115000,3,1.0,1224,0.09067952249770432,SINGLE_FAMILY
1179 Example St,Houston,TX,77000,154900,3,1.5,1343,0.17633149678604224,SINGLE_FAMILY
1180 Example St,Houston,TX,77000,93000,3,1.0,1124,0.19134527089072545,SINGLE_FAMILY
1181 Example St,Houston,TX,77000,250000,4,2.5,2514,0.2564279155188246,SINGLE_FAMILY
1182 Example St,Houston,TX,77000,392500,2,2.0,1652,0.12825987144168963,TOWNHOUSE
1183 Example St,Houston,TX,77000,745000,4,3.5,4476,0.35865472910927454,SINGLE_FAMILY
1184 Example St,Houston,TX,77000,120000,2,1.0,1130,0.24793388429752067,SINGLE_FAMILY
1185 Example St,Houston,TX,77000,186700,3,1.5,1572,0.8065426997245179,SINGLE_FAMILY
1186 Example St,Houston,TX,77000,104900,4,1.0,1221,0.22355371900826446,SINGLE_FAMILY
1187 Example St,Houston,TX,77000,95000,3,2.0,1699,0.24368686868686867,MULTI_FAMILY
1188 Example St,Houston,TX,77000,262000,2,2.0,1624,0.2860651974288338,SINGLE_FAMILY
1189 Example St,Houston,TX,77000,195000,3,2.5,1660,0.20511937557392104,SINGLE_FAMILY
1190 Example St,Houston,TX,77000,189000,3,2.5,1804,0.1721763085399449,SINGLE_FAMILY
1191 Example St,Houston,TX,77000,168000,3,1.0,1622,0.7452479338842976,MULTI_FAMILY
1192 Example St,Houston,TX,77000,174000,2,2.5,1441,0.0607208448117539,TOWNHOUSE
1193 Example St,Houston,TX,77000,125000,3,1.0,1472,0.22038567493112948,SINGLE_FAMILY
1194 Example St,Houston,TX,77000,165000,2,2.0,1224,0.10330578512396695,TOWNHOUSE
1195 Example St,Houston,TX,77000,158000,4,1.5,1352,0.21496786042240587,SINGLE_FAMILY
1196 Example St,Houston,TX,77000,176000,3,2.5,1456,0.1843204775022957,SINGLE_FAMILY
1197 Example St,Houston,TX,77000,219210,4,2.5,1863,0.3226354453627181,SINGLE_FAMILY
1198 Example St,Houston,TX,77000,144000,3,1.0,1690,0.20316804407713498,SINGLE_FAMILY
1199 Example St,Houston,TX,77000,178000,3,2.0,1212,0.20890725436179983,SINGLE_FAMILY
1200 Example St,Houston,TX,77000,148000,3,1.5,1382,0.25792011019283745,SINGLE_FAMILY
1201 Example St,Houston,TX,77000,116050,3,1.0,864,0.21471533516988062,SINGLE_FAMILY
1202 Example St,Houston,TX,77000,197900,3,2.5,1779,0.23875114784205692,SINGLE_FAMILY
1203 Example St,Houston,TX,77000,117000,3,1.0,1348,0.13774104683195593,SINGLE_FAMILY
1204 Example St,Houston,TX,77000,213000,3,2.0,1630,0.2238292011019284,SINGLE_FAMILY
1205 Example St,Houston,TX,77000,153500,3,1.5,1074,0.2327823691460055,SINGLE_FAMILY
1206 Example St,Houston,TX,77000,271900,3,2.0,2196,0.3370982552800735,SINGLE_FAMILY
1207 Example St,Houston,TX,77000,107000,2,1.0,1056,0.20431588613406795,SINGLE_FAMILY
1208 Example St,Houston,TX,77000,200000,3,2.0,1700,0.2097107438016529,SINGLE_FAMILY
1209 Example St,Houston,TX,77000,140000,3,1.0,1283,0.17821395775941232,SINGLE_FAMILY
1210 Example St,Houston,TX,77000,290000,3,2.0,1660,0.2337465564738292,SINGLE_FAMILY
1211 Example St,Houston,TX,77000,189000,3,2.5,1845,0.25752984389348027,SINGLE_FAMILY
1212 Example St,Houston,TX,77000,164000,4,2.0,1752,0.2785583103764922,SINGLE_FAMILY
1213 Example St,Houston,TX,77000,113000,2,1.0,672,0.21441689623507806,SINGLE_FAMILY
1214 Example St,Houston,TX,77000,145000,0,0.0,960,0.2352157943067034,SINGLE_FAMILY
1215 Example St,Houston,TX,77000,134500,3,1.0,999,0.23427456382001838,SINGLE_FAMILY
1216 Example St,Houston,TX,77000,125000,3,1.0,894,0.16285583103764922,SINGLE_FAMILY
1217 Example St,Houston,TX,77000,112000,4,2.0,1902,0.20500459136822774,MULTI_FAMILY
1218 Example St,Houston,TX,77000,229456,3,2.0,1314,0.19834710743801653,SINGLE_FAMILY
1219 Example St,Houston,TX,77000,80500,2,1.0,912,0.14325068870523416,SINGLE_FAMILY
1220 Example St,Houston,TX,77000,91500,3,1.5,1218,0.03856749311294766,TOWNHOUSE
1221 Example St,Houston,TX,77000,115000,2,1.0,912,0.1790633608815427,SINGLE_FAMILY
1222 Example St,Houston,TX,77000,134000,3,1.0,1211,0.1893939393939394,SINGLE_FAMILY
1223 Example St,Houston,TX,77000,143000,3,2.0,1846,0.24095500459136823,SINGLE_FAMILY
1224 Example St,Houston,TX,77000,137900,4,2.0,2136,0.24517906336088155,SINGLE_FAMILY
1225 Example St,Houston,TX,77000,184000,3,2.5,1490,0.353168044077135,SINGLE_FAMILY
1226 Example St,Houston,TX,77000,145000,3,1.0,1138,0.240633608815427,SINGLE_FAMILY
1227 Example St,Houston,TX,77000,214000,4,2.5,1933,0.33512396694214874,SINGLE_FAMILY
1228 Example St,Houston,TX,77000,147000,2,1.0,912,0.2036730945821855,SINGLE_FAMILY
1229 Example St,Houston,TX,77000,367294,1,1.5,1702,0.20130853994490358,TOWNHOUSE
1230 Example St,Houston,TX,77000,127000,4,2.0,1507,0.18158861340679522,SINGLE_FAMILY
1231 Example St,Houston,TX,77000,190000,4,3.0,2620,0.43365472910927455,MULTI_FAMILY
1232 Example St,Houston,TX,77000,132500,3,1.0,1190,0.17741046831955923,MULTI_FAMILY
1233 Example St,Houston,TX,77000,101800,2,2.0,1224,0.22594123048668502,MULTI_FAMILY
1234 Example St,Houston,TX,77000,142000,3,1.0,1188,0.27915518824609736,SINGLE_FAMILY
1235 Example St,Houston,TX,77000,130000,4,1.5,1964,0.19570707070707072,SINGLE_FAMILY
1236 Example St,Houston,TX,77000,138887,4,1.5,1784,0.3014692378328742,SINGLE_FAMILY
1237 Example St,Houston,TX,77000,175500,2,2.5,1626,0.0603305785123967,TOWNHOUSE
1238 Example St,Houston,TX,77000,195000,4,2.5,1948,0.28450413223140497,SINGLE_FAMILY
1239 Example St,Houston,TX,77000,142500,3,1.5,1141,0.30009182736455464,SINGLE_FAMILY
1240 Example St,Houston,TX,77000,265900,2,2.0,1484,0.20746097337006428,SINGLE_FAMILY
1241 Example St,Houston,TX,77000,224900,3,2.5,1768,0.18728191000918273,SINGLE_FAMILY
1242 Example St,Houston,TX,77000,248328,3,2.0,1689,0.22610192837465565,SINGLE_FAMILY
1243 Example St,Houston,TX,77000,170000,3,2.0,1173,0.24391643709825528,SINGLE_FAMILY
1244 Example St,Houston,TX,77000,465000,2,2.5,2076,0.3188934802571166,SINGLE_FAMILY
1245 Example St,Houston,TX,77000,230000,3,1.0,1517,0.2625114784205693,SINGLE_FAMILY
1246 Example St,Houston,TX,77000,178000,3,3.5,1868,0.2775482093663912,SINGLE_FAMILY
1247 Example St,Houston,TX,77000,186500,3,2.5,1553,0.18652433425160697,SINGLE_FAMILY
1248 Example St,Houston,TX,77000,169900,3,1.0,1034,0.2830119375573921,SINGLE_FAMILY
1249 Example St,Houston,TX,77000,129500,3,1.5,2058,0.22038567493112948,SINGLE_FAMILY
1250 Example St,Houston,TX,77000,119000,3,1.0,988,0.1652892561983471,SINGLE_FAMILY
1251 Example St,Houston,TX,77000,244000,3,2.5,2110,0.256198347107438,SINGLE_FAMILY
1252 Example St,Houston,TX,77000,171750,2,2.0,1405,0.07199265381083562,TOWNHOUSE
1253 Example St,Houston,TX,77000,130000,3,1.0,874,0.22630853994490358,SINGLE_FAMILY
1254 Example St,Houston,TX,77000,294000,3,2.5,2167,0.4027089072543618,SINGLE_FAMILY
1255 Example St,Houston,TX,77000,165400,3,2.5,1656,0.15911386593204774,SINGLE_FAMILY
1256 Example St,Houston,TX,77000,127500,3,1.0,1367,0.14325068870523416,SINGLE_FAMILY
1257 Example St,Houston,TX,77000,301500,2,2.0,1987,0.32835169880624426,SINGLE_FAMILY
1258 Example St,Houston,TX,77000,99900,2,1.0,864,0.09320477502295683,SINGLE_FAMILY
1259 Example St,Houston,TX,77000,190000,2,2.0,1166,0.2200872359963269,SINGLE_FAMILY
1260 Example St,Houston,TX,77000,151000,3,1.5,1054,0.2238292011019284,SINGLE_FAMILY
1261 Example St,Houston,TX,77000,181000,3,2.5,1675,0.5666207529843893,SINGLE_FAMILY
1262 Example St,Houston,TX,77000,128900,2,1.0,1050,0.22038567493112948,SINGLE_FAMILY
1263 Example St,Houston,TX,77000,161500,5,1.0,1788,0.25826446280991733,SINGLE_FAMILY
1264 Example St,Houston,TX,77000,180500,3,1.0,1824,0.31026170798898073,SINGLE_FAMILY
1265 Example St,Houston,TX,77000,181000,2,2.0,1337,0.09320477502295683,TOWNHOUSE
1266 Example St,Houston,TX,77000,183900,3,2.5,1452,0.08574380165289257,TOWNHOUSE
1267 Example St,Houston,TX,77000,122000,4,1.5,1889,0.23232323232323232,MULTI_FAMILY
1268 Example St,Houston,TX,77000,378500,3,2.0,2018,0.30335169880624424,SINGLE_FAMILY
1269 Example St,Houston,TX,77000,381000,4,3.5,3447,0.3236914600550964,SINGLE_FAMILY
1270 Example St,Houston,TX,77000,144000,3,1.5,1524,0.2604224058769513,SINGLE_FAMILY
1271 Example St,Houston,TX,77000,260000,0,0.5,1524,0.5416666666666666,SINGLE_FAMILY
1272 Example St,Houston,TX,77000,185750,3,2.0,1489,0.21019283746556475,SINGLE_FAMILY
1273 Example St,Houston,TX,77000,137000,3,1.0,935,0.31051423324150595,SINGLE_FAMILY
1274 Example St,Houston,TX,77000,177000,2,1.0,1357,0.2642791551882461,SINGLE_FAMILY
1275 Example St,Houston,TX,77000,139000,3,2.0,1250,0.12309458218549128,SINGLE_FAMILY
1276 Example St,Houston,TX,77000,137000,4,2.0,1920,0.26044536271809,MULTI_FAMILY
1277 Example St,Houston,TX,77000,162000,3,1.5,1395,0.296969696969697,SINGLE_FAMILY
1278 Example St,Houston,TX,77000,197900,3,1.5,1724,0.4102617079889807,SINGLE_FAMILY
1279 Example St,Houston,TX,77000,237000,3,2.5,2031,0.21747015610651974,SINGLE_FAMILY
1280 Example St,Houston,TX,77000,68400,2,1.0,1128,0.1721763085399449,SINGLE_FAMILY
1281 Example St,Houston,TX,77000,227000,3,2.0,1573,0.2251606978879706,SINGLE_FAMILY
1282 Example St,Houston,TX,77000,180000,2,2.0,1339,0.18477961432506887,SINGLE_FAMILY
1283 Example St,Houston,TX,77000,150500,3,2.0,1040,0.20202020202020202,SINGLE_FAMILY
1284 Example St,Houston,TX,77000,139000,4,3.0,1824,0.2157943067033976,MULTI_FAMILY
1285 Example St,Houston,TX,77000,169000,4,2.0,2447,0.22125803489439852,SINGLE_FAMILY
1286 Example St,Houston,TX,77000,132500,4,1.0,1412,0.13774104683195593,SINGLE_FAMILY
1287 Example St,Houston,TX,77000,143000,3,1.5,1328,0.22474747474747475,SINGLE_FAMILY
1288 Example St,Houston,TX,77000,190000,4,2.0,1582,0.8379247015610652,SINGLE_FAMILY
1289 Example St,Houston,TX,77000,278000,2,2.0,1659,0.13002754820936638,TOWNHOUSE
1290 Example St,Houston,TX,77000,281000,3,2.5,1970,0.2540174471992654,SINGLE_FAMILY
1291 Example St,Houston,TX,77000,180500,3,1.0,1152,0.3239669421487603,SINGLE_FAMILY
1292 Example St,Houston,TX,77000,119500,3,2.5,1302,0.03856749311294766,TOWNHOUSE
1293 Example St,Houston,TX,77000,107500,4,2.0,2372,0.15151515151515152,SINGLE_FAMILY
1294 Example St,Houston,TX,77000,162900,4,2.5,1664,0.2327823691460055,SINGLE_FAMILY
1295 Example St,Houston,TX,77000,115000,2,1.0,864,0.18760330578512396,SINGLE_FAMILY
1296 Example St,Houston,TX,77000,138500,3,1.5,1052,0.1928374655647383,SINGLE_FAMILY
1297 Example St,Houston,TX,77000,155000,3,2.0,1128,0.19972451790633608,SINGLE_FAMILY
1298 Example St,Houston,TX,77000,140000,2,2.0,1072,0.08436639118457301,TOWNHOUSE
1299 Example St,Houston,TX,77000,160000,3,2.5,5642,1.466643709825528,SINGLE_FAMILY
1300 Example St,Houston,TX,77000,154000,3,1.5,1246,0.1721763085399449,SINGLE_FAMILY
1301 Example St,Houston,TX,77000,225000,3,2.5,1983,0.2470615243342516,SINGLE_FAMILY
1302 Example St,Houston,TX,77000,177500,3,1.0,1494,0.1721763085399449,SINGLE_FAMILY
1303 Example St,Houston,TX,77000,290000,4,2.5,2526,0.23232323232323232,SINGLE_FAMILY
1304 Example St,Houston,TX,77000,232000,3,2.0,1616,0.19944903581267218,SINGLE_FAMILY
1305 Example St,Houston,TX,77000,130000,3,2.0,1708,0.0772038567493113,TOWNHOUSE
1306 Example St,Houston,TX,77000,325000,2,2.0,1652,0.30241046831955926,SINGLE_FAMILY
1307 Example St,Houston,TX,77000,202500,2,2.0,1368,0.15966483011937557,TOWNHOUSE
1308 Example St,Houston,TX,77000,138000,3,1.0,990,0.18530762167125803,SINGLE_FAMILY
1309 Example St,Houston,TX,77000,147000,2,1.0,1122,0.27548209366391185,SINGLE_FAMILY
1310 Example St,Houston,TX,77000,179200,3,2.0,1294,0.16421028466483012,SINGLE_FAMILY
1311 Example St,Houston,TX,77000,335000,3,2.0,1902,0.4017447199265381,SINGLE_FAMILY
1312 Example St,Houston,TX,77000,203000,3,2.0,1274,0.20234159779614325,SINGLE_FAMILY
1313 Example St,Houston,TX,77000,302000,4,2.5,2810,0.21974288337924702,SINGLE_FAMILY
1314 Example St,Houston,TX,77000,333168,4,2.5,2599,0.3391643709825528,SINGLE_FAMILY
1315 Example St,Houston,TX,77000,119000,3,1.0,948,0.18801652892561985,SINGLE_FAMILY
1316 Example St,Houston,TX,77000,206900,4,2.5,2112,0.254247015610652,SINGLE_FAMILY
1317 Example St,Houston,TX,77000,295493,3,2.0,1630,0.2347566574839302,SINGLE_FAMILY
1318 Example St,Houston,TX,77000,208900,2,2.0,1352,0.09710743801652892,TOWNHOUSE
1319 Example St,Houston,TX,77000,275000,3,2.0,1787,0.33932506887052344,SINGLE_FAMILY
1320 Example St,Houston,TX,77000,111000,3,1.0,948,0.23450413223140495,SINGLE_FAMILY
1321 Example St,Houston,TX,77000,156500,3,1.5,1478,0.1928374655647383,SINGLE_FAMILY
1322 Example St,Houston,TX,77000,72500,2,1.0,720,0.15213498622589533,SINGLE_FAMILY
1323 Example St,Houston,TX,77000,190000,3,2.5,1923,0.23383838383838385,SINGLE_FAMILY
1324 Example St,Houston,TX,77000,82500,2,1.0,708,0.12235996326905418,SINGLE_FAMILY
1325 Example St,Houston,TX,77000,147000,2,2.0,1795,0.22924701561065197,SINGLE_FAMILY
1326 Example St,Houston,TX,77000,55000,2,1.0,796,0.0834710743801653,SINGLE_FAMILY
1327 Example St,Houston,TX,77000,79000,3,1.0,774,0.0980257116620753,SINGLE_FAMILY
1328 Example St,Houston,TX,77000,130500,3,1.0,816,0.15151515151515152,SINGLE_FAMILY
1329 Example St,Houston,TX,77000,256000,5,2.0,2792,0.2396694214876033,SINGLE_FAMILY
1330 Example St,Houston,TX,77000,176500,3,2.5,1632,0.20853994490358127,SINGLE_FAMILY
1331 Example St,Houston,TX,77000,227000,3,2.0,1588,0.2295684113865932,SINGLE_FAMILY
1332 Example St,Houston,TX,77000,132500,3,1.0,954,0.2474747474747475,SINGLE_FAMILY
1333 Example St,Houston,TX,77000,100000,2,1.0,816,0.2037878787878788,SINGLE_FAMILY
1334 Example St,Houston,TX,77000,125500,2,1.5,1360,0.1652892561983471,SINGLE_FAMILY
1335 Example St,Houston,TX,77000,125000,3,1.5,1365,0.05436179981634527,TOWNHOUSE
1336 Example St,Houston,TX,77000,167900,2,2.0,1334,0.22153351698806245,SINGLE_FAMILY
1337 Example St,Houston,TX,77000,135000,4,2.0,1656,0.21225895316804408,MULTI_FAMILY
1338 Example St,Houston,TX,77000,52500,2,1.0,693,0.09453627180899908,SINGLE_FAMILY
1339 Example St,Houston,TX,77000,200000,3,2.5,1861,0.3087695133149679,SINGLE_FAMILY
1340 Example St,Houston,TX,77000,128500,3,1.0,864,0.2194674012855831,SINGLE_FAMILY
1341 Example St,Houston,TX,77000,123000,3,1.0,872,0.1904040404040404,SINGLE_FAMILY
1342 Example St,Houston,TX,77000,155000,3,1.0,1114,0.3143939393939394,SINGLE_FAMILY
1343 Example St,Houston,TX,77000,228500,3,2.5,2169,0.21522038567493113,SINGLE_FAMILY
1344 Example St,Houston,TX,77000,177000,3,1.5,1913,0.17350780532598714,SINGLE_FAMILY
1345 Example St,Houston,TX,77000,155835,3,2.5,1456,0.25488980716253445,SINGLE_FAMILY
1346 Example St,Houston,TX,77000,108500,2,1.0,960,0.13774104683195593,SINGLE_FAMILY
1347 Example St,Houston,TX,77000,262500,3,2.0,2156,0.47706611570247937,SINGLE_FAMILY
1348 Example St,Houston,TX,77000,283463,3,2.0,1776,0.35137741046831955,SINGLE_FAMILY
1349 Example St,Houston,TX,77000,215000,3,2.0,1494,0.3718089990817264,SINGLE_FAMILY
1350 Example St,Houston,TX,77000,122000,4,2.0,2358,0.12052341597796143,SINGLE_FAMILY
1351 Example St,Houston,TX,77000,200000,6,3.0,2634,0.26728650137741045,MULTI_FAMILY
1352 Example St,Houston,TX,77000,171000,4,1.5,1716,0.21228191000918273,SINGLE_FAMILY
1353 Example St,Houston,TX,77000,134900,2,1.0,1176,0.13774104683195593,SINGLE_FAMILY
1354 Example St,Houston,TX,77000,410000,4,2.5,3238,0.3379247015610652,SINGLE_FAMILY
1355 Example St,Houston,TX,77000,235000,3,2.5,1865,0.23682277318640954,SINGLE_FAMILY
1356 Example St,Houston,TX,77000,170000,4,3.0,1920,0.2339761248852158,SINGLE_FAMILY
1357 Example St,Houston,TX,77000,110000,3,1.0,892,0.2175619834710744,SINGLE_FAMILY
1358 Example St,Houston,TX,77000,149900,3,1.5,1078,0.2878099173553719,SINGLE_FAMILY
1359 Example St,Houston,TX,77000,177500,3,2.5,1573,0.04859963269054178,TOWNHOUSE
1360 Example St,Houston,TX,77000,315000,3,2.0,1980,0.38422865013774105,SINGLE_FAMILY
1361 Example St,Houston,TX,77000,189000,4,3.5,2601,0.22594123048668502,SINGLE_FAMILY
1362 Example St,Houston,TX,77000,260000,3,2.0,1530,0.3709366391184573,SINGLE_FAMILY
1363 Example St,Houston,TX,77000,104900,4,2.0,1738,0.28725895316804406,SINGLE_FAMILY
1364 Example St,Houston,TX,77000,156932,3,2.5,1412,0.19511019283746556,SINGLE_FAMILY
1365 Example St,Houston,TX,77000,144152,2,2.5,1200,0.07300275482093664,TOWNHOUSE
1366 Example St,Houston,TX,77000,216000,3,2.5,1674,0.1721763085399449,SINGLE_FAMILY
1367 Example St,Houston,TX,77000,193000,3,2.5,1790,0.2107208448117539,SINGLE_FAMILY
1368 Example St,Houston,TX,77000,127000,4,2.0,1475,0.06117998163452709,TOWNHOUSE
1369 Example St,Houston,TX,77000,144000,1,1.0,848,0.10181359044995408,TOWNHOUSE
1370 Example St,Houston,TX,77000,232000,3,2.0,1668,0.24414600550964188,SINGLE_FAMILY
1371 Example St,Houston,TX,77000,105000,2,1.0,1374,0.12396694214876033,SINGLE_FAMILY
1372 Example St,Houston,TX,77000,165500,3,1.0,1661,0.22038567493112948,SINGLE_FAMILY
1373 Example St,Houston,TX,77000,274300,3,2.5,2097,0.2238292011019284,SINGLE_FAMILY
1374 Example St,Houston,TX,77000,466500,2,2.5,2633,0.26170798898071623,SINGLE_FAMILY
1375 Example St,Houston,TX,77000,250000,3,2.5,1958,0.24391643709825528,SINGLE_FAMILY
1376 Example St,Houston,TX,77000,239000,3,2.0,1571,0.2523186409550046,SINGLE_FAMILY
1377 Example St,Houston,TX,77000,91000,2,1.0,790,0.14444444444444443,SINGLE_FAMILY
1378 Example St,Houston,TX,77000,117000,3,2.0,1604,0.2524793388429752,SINGLE_FAMILY
1379 Example St,Houston,TX,77000,83000,2,1.5,987,0.04483471074380165,TOWNHOUSE
1380 Example St,Houston,TX,77000,167500,3,2.5,1394,0.22348484848484848,SINGLE_FAMILY
1381 Example St,Houston,TX,77000,58500,2,1.0,864,0.18852157943067033,SINGLE_FAMILY
1382 Example St,Houston,TX,77000,237500,4,2.5,2117,0.2967171717171717,SINGLE_FAMILY
1383 Example St,Houston,TX,77000,157000,4,1.5,1762,0.1652892561983471,SINGLE_FAMILY
1384 Example St,Houston,TX,77000,112000,3,2.0,1416,0.5817033976124886,SINGLE_FAMILY
1385 Example St,Houston,TX,77000,105000,2,1.0,1258,0.20798898071625344,SINGLE_FAMILY
1386 Example St,Houston,TX,77000,125500,3,1.0,1154,0.12479338842975207,SINGLE_FAMILY
1387 Example St,Houston,TX,77000,250000,5,3.5,2784,0.38319559228650135,SINGLE_FAMILY
1388 Example St,Houston,TX,77000,136000,5,2.0,2526,0.19559228650137742,SINGLE_FAMILY
